Index,avg_price_per_kg
221,4.5494025349617
222,4.914704978466034
223,8.32185035943985
224,9.192841947078705
225,9.075169146060944
226,5.279115319252014
227,5.7212148904800415
228,5.128140091896057
229,6.250128269195557
230,6.142222762107849
231,6.098350942134857
232,8.48563140630722
233,8.058808267116547
234,5.2246333360672
235,5.856521010398865
236,5.716787874698639
237,10.76749986410141
238,8.490817606449127
239,5.193885982036591
240,5.991982400417328
241,5.928521156311035
242,6.0884851813316345
243,7.392068922519684
244,8.556574642658234
245,8.156256198883057
246,6.694405376911163
247,3.503176271915436
248,6.910442769527435
249,6.274036467075348
250,10.357694327831268
251,8.573359549045563
252,9.051538109779358
253,5.990585505962372
254,7.608624517917633
255,6.170097768306732
256,5.115572273731232
257,8.622046649456024
258,7.995825111865997
259,8.113116443157196
260,7.899009883403778
261,5.941794574260712
262,9.783073484897614
263,6.349940598011017
264,6.036973595619202
265,3.9472135305404663
266,6.6611868143081665
267,4.710928559303284
268,5.90912389755249
269,6.332063674926758
270,6.630433797836304
271,8.746841371059418
272,6.437439322471619
273,8.87488842010498
274,3.264980435371399
275,8.567268788814545
276,8.485882103443146
277,5.941241085529327
278,6.694457054138184
279,5.037558019161224
280,7.791574597358704
281,7.081307053565979
282,6.5024518966674805
283,5.712898373603821
284,3.4931904077529907
285,7.8489797711372375
286,3.82073974609375
287,6.113613665103912
288,7.419318318367004
289,7.3799198269844055
290,9.435457408428192
291,5.610380291938782
292,5.652106523513794
293,5.8658212423324585
294,2.2930896878242493
295,7.636249780654907
296,8.283811688423157
297,8.661321103572845
298,8.515860795974731
299,7.541471719741821
300,5.219378352165222
301,6.2383503913879395
302,4.580854594707489
303,4.937361240386963
304,6.748310625553131
305,8.584098398685455
306,8.698806703090668
307,6.0030964612960815
308,4.083727538585663
309,8.038565278053284
310,6.806297719478607
311,7.150028049945831
312,7.463772237300873
313,6.0711909532547
314,8.453386843204498
315,8.359032690525055
316,7.416285574436188
317,6.012507498264313
318,6.384393751621246
319,6.183631598949432
320,6.190441966056824
321,6.607381582260132
322,5.306631982326508
323,5.932915806770325
324,7.7186431884765625
325,5.6697958111763
326,5.522069215774536
327,7.886516749858856
328,6.523066461086273
329,8.864197671413422
330,7.644930303096771
331,6.6962955594062805
332,5.201754331588745
333,9.19492894411087
334,6.846047818660736
335,7.409603953361511
336,7.99165141582489
337,8.124930202960968
338,4.58390599489212
339,8.587218940258026
340,4.401163756847382
341,7.364681661128998
342,6.6627790331840515
343,9.025666773319244
344,6.247389733791351
345,8.775690376758575
346,8.22737580537796
347,8.574857473373413
348,5.234608471393585
349,7.868476450443268
350,8.293200433254242
351,7.583452820777893
352,8.528696656227112
353,7.493644297122955
354,8.052564561367035
355,8.545879423618317
356,6.500467002391815
357,6.23130464553833
358,10.128524363040924
359,8.533754646778107
360,7.399819731712341
361,8.316270887851715
362,6.564923465251923
363,8.538062751293182
364,8.516195595264435
365,7.655282199382782
366,6.700815498828888
367,7.8958961963653564
368,8.156891584396362
369,7.613775670528412
370,7.8021774888038635
371,5.781718075275421
372,5.188450634479523
373,6.78635036945343
374,8.265697300434113
375,5.222221732139587
376,7.39109194278717
377,5.3363054394721985
378,5.389025092124939
379,7.493644297122955
380,4.6710434556007385
381,7.620161533355713
382,7.300824344158173
383,7.1028987765312195
384,7.225163161754608
385,6.266633868217468
386,7.6570281982421875
387,6.855631709098816
388,7.744526624679565
389,5.918300688266754
390,9.607884228229523
391,8.335987210273743
392,6.719466805458069
393,9.584491312503815
394,6.241897821426392
395,1.1119959950447083
396,9.18590360879898
397,5.58011132478714
398,7.130852937698364
399,7.474396526813507
400,6.7788954973220825
401,6.364708065986633
402,5.04792183637619
403,8.987008094787598
404,5.934014022350311
405,6.978125154972076
406,9.567006409168243
407,6.0656532645225525
408,6.850223422050476
409,3.807638168334961
410,8.476090967655182
411,8.77387797832489
412,6.04097855091095
413,6.1801833510398865
414,7.781203508377075
415,7.005057990550995
416,6.086320161819458
417,7.481832802295685
418,6.101262629032135
419,8.694171071052551
420,4.9736897349357605
421,7.712465465068817
422,4.515118956565857
423,7.131426274776459
424,5.212359547615051
425,6.5457194447517395
426,6.26672488451004
427,8.084172129631042
428,6.6534780859947205
429,7.309323847293854
430,6.860385954380035
431,8.696568131446838
432,6.955419361591339
433,7.869373023509979
434,8.695184826850891
435,6.184344589710236
436,7.997130334377289
437,5.170805752277374
438,6.711211860179901
439,5.956794023513794
440,6.625070631504059
441,9.04853218793869
442,7.974709570407867
443,8.725257933139801
444,8.822322368621826
445,8.967407286167145
446,8.089809238910675
447,5.507135093212128
448,7.5190048813819885
449,8.350252091884613
450,8.434509098529816
451,8.187629699707031
452,6.089465022087097
453,7.934635698795319
454,8.329939126968384
455,7.461258828639984
456,8.417776942253113
457,8.322125971317291
458,8.50442224740982
459,3.8906846046447754
460,7.2158830761909485
461,4.956453204154968
462,8.267918765544891
463,5.222466230392456
464,4.239947140216827
465,8.547005832195282
466,4.706515908241272
467,4.298795521259308
468,8.284957587718964
469,5.191171586513519
470,8.313600897789001
471,7.131602704524994
472,8.681584656238556
473,5.984361469745636
474,5.335555911064148
475,4.178173005580902
476,7.917764246463776
477,8.775257229804993
478,5.4957998394966125
479,6.402215361595154
480,6.337276577949524
481,5.430341064929962
482,7.836855471134186
483,8.457218825817108
484,6.249632835388184
485,8.814699590206146
486,7.6148605942726135
487,9.00201541185379
488,6.697591602802277
489,8.327001333236694
490,5.495951950550079
491,4.5328370332717896
492,6.460270702838898
493,6.329926609992981
494,8.31382805109024
495,9.294229805469513
496,6.6737348437309265
497,6.058042883872986
498,8.045207917690277
499,8.338638544082642
500,7.746640264987946
501,8.713986456394196
502,5.833584785461426
503,8.354940354824066
504,8.196198165416718
505,8.325789391994476
506,8.296029210090637
507,7.8897425532341
508,5.130118787288666
509,8.264224529266357
510,6.1653531193733215
511,8.428836166858673
512,6.891148746013641
513,6.061290681362152
514,5.928521156311035
515,8.159046351909637
516,8.966295182704926
517,8.761285185813904
518,6.455078542232513
519,7.315594136714935
520,6.101459503173828
521,8.446650207042694
522,6.97504734992981
523,6.6946136355400085
524,4.997961699962616
525,7.6215930581092834
526,6.608184456825256
527,8.058808267116547
528,3.8385079503059387
529,3.8906846046447754
530,8.508620917797089
531,8.66845053434372
532,5.775996148586273
533,8.505475580692291
534,8.634407103061676
535,8.893752634525299
536,8.428836166858673
537,7.316212236881256
538,6.999414145946503
539,5.294786036014557
540,7.8366106152534485
541,8.16697233915329
542,4.660856068134308
543,7.602549254894257
544,8.637600898742676
545,7.034499526023865
546,4.91680908203125
547,8.578380048274994
548,5.919929921627045
549,8.453547298908234
550,7.489209830760956
551,4.720637917518616
552,6.259371101856232
553,6.266248822212219
554,5.0720937848091125
555,6.149345695972443
556,3.444677174091339
557,8.774435818195343
558,8.257044792175293
559,4.265863418579102
560,5.8895599246025085
561,9.204402327537537
562,4.392830669879913
563,4.805202066898346
564,4.917079925537109
565,7.695656716823578
566,4.387225687503815
567,8.175206124782562
568,5.175204157829285
569,8.41709440946579
570,8.806751191616058
571,3.82073974609375
572,5.8490084409713745
573,8.723535001277924
574,8.083068251609802
575,6.474009156227112
576,5.863928198814392
577,6.2404621839523315
578,5.880219340324402
579,7.496881723403931
580,8.16144984960556
581,6.361153185367584
582,7.367419540882111
583,5.844289124011993
584,7.6026769280433655
585,7.434691548347473
586,7.33309930562973
587,7.062340974807739
588,8.971982657909393
589,6.411591351032257
590,6.166919410228729
591,9.06257563829422
592,6.839599609375
593,5.716883838176727
594,5.313695549964905
595,8.241910219192505
596,6.443039953708649
597,6.324581444263458
598,5.96986186504364
599,6.93159407377243
600,3.3046284914016724
601,7.275832235813141
602,6.262453496456146
603,9.210070490837097
604,5.829494297504425
605,8.466100931167603
606,3.6172120571136475
607,8.256269454956055
608,3.060765564441681
609,8.570799052715302
610,8.57075971364975
611,8.509856104850769
612,8.30832451581955
613,7.751224875450134
614,5.474895596504211
615,8.573084056377411
616,6.069461941719055
617,5.944108784198761
618,9.851760566234589
619,4.233484148979187
620,8.848462998867035
621,8.034783065319061
622,9.273407697677612
623,8.140007078647614
624,5.214912056922913
625,6.530559957027435
626,8.831421434879303
627,6.130967080593109
628,5.158937931060791
629,7.617334842681885
630,7.523986756801605
631,4.913573861122131
632,6.539597392082214
633,5.149250388145447
634,5.871057510375977
635,5.593576669692993
636,6.091826677322388
637,8.754649102687836
638,6.105190396308899
639,4.219807386398315
640,5.753755509853363
641,5.533967018127441
642,5.2225053906440735
643,8.814699590206146
644,4.821287512779236
645,7.837575376033783
646,4.5941020250320435
647,7.6324461698532104
648,5.316252768039703
649,9.144382774829865
650,8.564394176006317
651,5.483648717403412
652,7.2514888048172
653,6.197154641151428
654,7.868110716342926
655,4.92904007434845
656,7.8958961963653564
657,6.248400568962097
658,5.0958205461502075
659,7.095575392246246
660,8.286319077014923
661,5.618702948093414
662,6.151488780975342
663,5.964624404907227
664,3.7726855278015137
665,8.74335891008377
666,7.34813916683197
667,8.289908409118652
668,4.3852909207344055
669,9.495650708675385
670,6.752063095569611
671,9.12507301568985
672,5.667568206787109
673,4.668514132499695
674,6.181418001651764
675,10.780670046806335
676,8.222989797592163
677,2.85704904794693
678,7.919286549091339
679,7.661369800567627
680,6.235983729362488
681,5.980706989765167
682,8.144478857517242
683,6.051184773445129
684,7.3625176548957825
685,7.986334145069122
